trip_id,employee_id,program_office,travel_date,travel_purpose,expense_type,amount,mileage,total_mileage_cost
TR01585,EMP0034,LOG,2024-07-14,Asset Movement,Ground Transportation,58.3,,
TR01586,EMP0105,FIN,2023-10-11,Asset Movement,Air Transportation,329.36,,
TR01587,EMP0068,OPS,2024-03-16,Asset Movement,Air Transportation,835.46,,
TR01588,EMP0086,TRANS,2024-06-28,Asset Movement,Hotel/Lodging,339.61,,
TR01589,EMP0112,OPS,2024-02-08,Asset Management,Mileage,374.87,559.5,374.87
TR01590,EMP0124,TRANS,2024-03-23,Asset Movement,Air Transportation,760.89,,
TR01591,EMP0095,FIN,2024-05-11,Asset Movement,Air Transportation,514.53,,
TR01592,EMP0132,OPS,2024-09-26,Asset Movement,Mileage,302.44,451.4,302.44
TR01593,EMP0105,FIN,2024-05-13,Asset Management,Hotel/Lodging,217.69,,
TR01594,EMP0077,LOG,2024-02-22,Asset Management,Hotel/Lodging,195.39,,
TR01595,EMP0008,TRANS,2024-04-26,Asset Movement,Mileage,157.52,235.1,157.52
TR01596,EMP0028,TRANS,2023-10-28,Asset Management,Air Transportation,471.76,,
TR01597,EMP0148,ADMIN,2023-11-29,Asset Management,Air Transportation,885.65,,
TR01598,EMP0093,FIN,2023-12-16,Asset Management,Ground Transportation,148.81,,
TR01599,EMP0029,FIN,2024-09-26,Asset Movement,Ground Transportation,50.23,,
TR01600,EMP0034,LOG,2024-02-02,Asset Management,Mileage,42.48,63.4,42.48
TR01601,EMP0138,ADMIN,2024-01-25,Asset Movement,Hotel/Lodging,338.53,,
TR01602,EMP0129,FIN,2024-04-14,Asset Movement,Mileage,365.49,545.5,365.49
TR01603,EMP0090,OPS,2024-01-20,Asset Movement,Ground Transportation,33.47,,
TR01604,EMP0064,LOG,2023-10-18,Asset Management,Ground Transportation,19.13,,
TR01605,EMP0077,LOG,2023-10-26,Asset Movement,Ground Transportation,73.77,,
TR01606,EMP0082,FIN,2024-09-22,Asset Management,Air Transportation,530.51,,
TR01607,EMP0087,TRANS,2024-03-11,Asset Management,Air Transportation,728.81,,
TR01608,EMP0047,FIN,2024-05-17,Asset Movement,Hotel/Lodging,117.33,,
TR01609,EMP0040,ADMIN,2024-01-21,Asset Management,Ground Transportation,128.68,,
TR01610,EMP0024,ADMIN,2023-11-28,Asset Movement,Hotel/Lodging,260.55,,
TR01611,EMP0117,PMO,2024-02-16,Asset Movement,Air Transportation,833.87,,
TR01612,EMP0009,TRANS,2024-08-03,Asset Movement,Hotel/Lodging,324.82,,
TR01613,EMP0061,TRANS,2024-07-30,Asset Management,Mileage,409.5,611.2,409.5
TR01614,EMP0107,TRANS,2023-12-02,Asset Management,Ground Transportation,47.83,,
TR01615,EMP0065,LOG,2024-01-09,Asset Management,Air Transportation,736.56,,
TR01616,EMP0087,TRANS,2023-10-22,Asset Management,Mileage,393.56,587.4,393.56
TR01617,EMP0133,FIN,2024-01-28,Asset Management,Mileage,216.14,322.6,216.14
TR01618,EMP0015,LOG,2023-10-07,Asset Movement,Mileage,284.95,425.3,284.95
TR01619,EMP0083,TRANS,2023-11-06,Asset Management,Hotel/Lodging,303.53,,
TR01620,EMP0051,TRANS,2024-02-22,Asset Movement,Mileage,354.3,528.8,354.3
TR01621,EMP0145,OPS,2024-01-20,Asset Management,Hotel/Lodging,329.52,,
TR01622,EMP0070,LOG,2024-06-11,Asset Management,Air Transportation,1167.73,,
TR01623,EMP0112,OPS,2024-03-31,Asset Movement,Ground Transportation,136.84,,
TR01624,EMP0086,TRANS,2024-08-03,Asset Movement,Hotel/Lodging,159.03,,
TR01625,EMP0049,PMO,2024-07-20,Asset Management,Air Transportation,954.87,,
TR01626,EMP0148,ADMIN,2024-09-25,Asset Management,Ground Transportation,143.31,,
TR01627,EMP0144,TRANS,2024-08-28,Asset Movement,Ground Transportation,109.89,,
TR01628,EMP0039,OPS,2024-06-08,Asset Movement,Hotel/Lodging,107.89,,
TR01629,EMP0061,TRANS,2024-07-06,Asset Movement,Hotel/Lodging,161.6,,
TR01630,EMP0144,TRANS,2024-07-27,Asset Management,Hotel/Lodging,219.29,,
TR01631,EMP0060,ADMIN,2023-11-27,Asset Management,Air Transportation,1118.42,,
TR01632,EMP0148,ADMIN,2024-04-10,Asset Management,Ground Transportation,148.33,,
TR01633,EMP0097,FIN,2023-11-23,Asset Management,Mileage,275.37,411.0,275.37
TR01634,EMP0018,LOG,2023-12-06,Asset Movement,Hotel/Lodging,268.79,,
TR01635,EMP0126,PMO,2024-05-21,Asset Movement,Mileage,241.94,361.1,241.94
TR01636,EMP0007,PMO,2023-11-21,Asset Management,Hotel/Lodging,205.2,,
TR01637,EMP0108,TRANS,2024-04-03,Asset Management,Ground Transportation,37.46,,
TR01638,EMP0013,LOG,2024-03-31,Asset Management,Hotel/Lodging,188.04,,
TR01639,EMP0147,TRANS,2024-07-04,Asset Management,Hotel/Lodging,164.59,,
TR01640,EMP0061,TRANS,2024-01-07,Asset Movement,Mileage,336.88,502.8,336.88
TR01641,EMP0047,FIN,2023-10-14,Asset Movement,Air Transportation,468.44,,
TR01642,EMP0055,OPS,2024-05-26,Asset Movement,Ground Transportation,96.99,,
TR01643,EMP0062,ADMIN,2024-02-15,Asset Management,Mileage,81.27,121.3,81.27
TR01644,EMP0125,LOG,2024-09-11,Asset Management,Air Transportation,958.33,,
TR01645,EMP0097,FIN,2023-11-14,Asset Management,Mileage,333.33,497.5,333.33
TR01646,EMP0088,LOG,2024-06-22,Asset Movement,Hotel/Lodging,337.6,,
TR01647,EMP0128,PMO,2024-01-15,Asset Movement,Hotel/Lodging,221.29,,
TR01648,EMP0124,TRANS,2023-10-01,Asset Movement,Mileage,305.59,456.1,305.59
TR01649,EMP0126,PMO,2024-07-24,Asset Movement,Mileage,165.49,247.0,165.49
TR01650,EMP0086,TRANS,2023-10-07,Asset Movement,Hotel/Lodging,284.52,,
TR01651,EMP0024,ADMIN,2024-02-01,Asset Movement,Ground Transportation,90.63,,
TR01652,EMP0066,PMO,2024-03-09,Asset Movement,Ground Transportation,80.89,,
TR01653,EMP0127,PMO,2024-09-21,Asset Movement,Ground Transportation,131.31,,
TR01654,EMP0020,ADMIN,2024-08-29,Asset Movement,Hotel/Lodging,286.33,,
TR01655,EMP0035,FIN,2023-12-13,Asset Movement,Hotel/Lodging,211.35,,
TR01656,EMP0084,FIN,2024-02-15,Asset Management,Air Transportation,545.3,,
TR01657,EMP0019,FIN,2024-02-08,Asset Management,Ground Transportation,55.22,,
TR01658,EMP0081,ADMIN,2023-10-07,Asset Management,Mileage,259.69,387.6,259.69
TR01659,EMP0095,FIN,2024-08-07,Asset Management,Air Transportation,261.36,,
TR01660,EMP0030,ADMIN,2024-02-14,Asset Management,Air Transportation,664.54,,
TR01661,EMP0117,PMO,2024-02-24,Asset Movement,Mileage,208.57,311.3,208.57
TR01662,EMP0078,FIN,2024-07-19,Asset Management,Air Transportation,703.59,,
TR01663,EMP0078,FIN,2024-09-10,Asset Management,Ground Transportation,25.33,,
TR01664,EMP0098,OPS,2024-03-13,Asset Movement,Air Transportation,513.59,,
TR01665,EMP0010,FIN,2024-04-16,Asset Movement,Mileage,245.15,365.9,245.15
TR01666,EMP0091,PMO,2024-08-19,Asset Movement,Air Transportation,765.44,,
TR01667,EMP0097,FIN,2024-09-22,Asset Management,Ground Transportation,136.5,,
TR01668,EMP0009,TRANS,2023-12-09,Asset Management,Hotel/Lodging,271.56,,
TR01669,EMP0115,OPS,2024-03-24,Asset Movement,Ground Transportation,178.38,,
TR01670,EMP0134,TRANS,2023-11-25,Asset Movement,Hotel/Lodging,275.53,,
TR01671,EMP0027,OPS,2023-10-08,Asset Management,Air Transportation,190.8,,
TR01672,EMP0040,ADMIN,2024-07-13,Asset Movement,Mileage,174.67,260.7,174.67
TR01673,EMP0079,FIN,2023-11-21,Asset Management,Ground Transportation,131.99,,
TR01674,EMP0027,OPS,2024-06-20,Asset Movement,Ground Transportation,25.22,,
TR01675,EMP0046,OPS,2024-05-07,Asset Management,Mileage,105.59,157.6,105.59
TR01676,EMP0130,LOG,2024-08-09,Asset Movement,Hotel/Lodging,97.09,,
TR01677,EMP0075,FIN,2024-07-19,Asset Management,Mileage,372.86,556.5,372.86
TR01678,EMP0115,OPS,2024-09-01,Asset Management,Hotel/Lodging,160.32,,
TR01679,EMP0097,FIN,2023-10-21,Asset Movement,Mileage,144.79,216.1,144.79
TR01680,EMP0119,PMO,2024-02-29,Asset Movement,Mileage,44.96,67.1,44.96
TR01681,EMP0009,TRANS,2024-02-26,Asset Management,Air Transportation,1186.87,,
TR01682,EMP0089,OPS,2024-07-14,Asset Management,Mileage,114.84,171.4,114.84
TR01683,EMP0018,LOG,2024-05-12,Asset Movement,Mileage,167.1,249.4,167.1
TR01684,EMP0100,TRANS,2024-08-14,Asset Management,Ground Transportation,112.38,,
TR01685,EMP0076,FIN,2023-12-06,Asset Management,Mileage,229.68,342.8,229.68
TR01686,EMP0148,ADMIN,2024-06-25,Asset Management,Mileage,284.48,424.6,284.48
TR01687,EMP0063,TRANS,2024-03-11,Asset Management,Air Transportation,1009.68,,
TR01688,EMP0044,OPS,2024-05-02,Asset Management,Mileage,411.51,614.2,411.51
TR01689,EMP0082,FIN,2024-04-13,Asset Management,Mileage,383.84,572.9,383.84
TR01690,EMP0041,FIN,2024-07-22,Asset Movement,Mileage,84.69,126.4,84.69
TR01691,EMP0130,LOG,2024-08-19,Asset Movement,Hotel/Lodging,314.84,,
TR01692,EMP0009,TRANS,2024-09-11,Asset Movement,Air Transportation,527.22,,
TR01693,EMP0032,OPS,2024-08-30,Asset Management,Ground Transportation,63.53,,
TR01694,EMP0083,TRANS,2023-10-21,Asset Management,Air Transportation,1180.53,,
TR01695,EMP0081,ADMIN,2024-08-17,Asset Management,Ground Transportation,74.97,,
TR01696,EMP0099,LOG,2024-06-10,Asset Management,Air Transportation,453.6,,
TR01697,EMP0142,FIN,2024-01-28,Asset Management,Air Transportation,991.51,,
TR01698,EMP0149,TRANS,2023-11-08,Asset Management,Mileage,340.23,507.8,340.23
TR01699,EMP0015,LOG,2024-06-03,Asset Movement,Mileage,257.55,384.4,257.55
TR01700,EMP0073,ADMIN,2024-03-21,Asset Management,Hotel/Lodging,215.8,,
TR01701,EMP0073,ADMIN,2024-07-11,Asset Management,Air Transportation,453.04,,
TR01702,EMP0128,PMO,2024-07-03,Asset Movement,Air Transportation,720.96,,
TR01703,EMP0003,OPS,2024-03-10,Asset Movement,Ground Transportation,167.77,,
TR01704,EMP0084,FIN,2024-09-19,Asset Movement,Mileage,97.62,145.7,97.62
TR01705,EMP0146,PMO,2024-06-17,Asset Management,Mileage,138.42,206.6,138.42
TR01706,EMP0032,OPS,2024-01-31,Asset Movement,Hotel/Lodging,219.44,,
TR01707,EMP0051,TRANS,2024-09-10,Asset Management,Ground Transportation,95.76,,
TR01708,EMP0140,OPS,2023-12-31,Asset Management,Air Transportation,959.1,,
TR01709,EMP0054,ADMIN,2023-10-30,Asset Movement,Mileage,351.28,524.3,351.28
TR01710,EMP0078,FIN,2023-12-12,Asset Management,Air Transportation,1166.98,,
TR01711,EMP0124,TRANS,2024-03-04,Asset Movement,Mileage,325.35,485.6,325.35
TR01712,EMP0091,PMO,2023-10-24,Asset Management,Mileage,363.27,542.2,363.27
TR01713,EMP0008,TRANS,2024-09-17,Asset Management,Hotel/Lodging,120.76,,
TR01714,EMP0058,PMO,2024-02-05,Asset Management,Ground Transportation,27.11,,
TR01715,EMP0102,PMO,2024-01-15,Asset Movement,Ground Transportation,20.61,,
TR01716,EMP0113,LOG,2024-09-07,Asset Movement,Ground Transportation,68.51,,
TR01717,EMP0091,PMO,2023-11-27,Asset Movement,Ground Transportation,152.97,,
TR01718,EMP0032,OPS,2023-12-04,Asset Management,Mileage,347.33,518.4,347.33
TR01719,EMP0069,OPS,2024-06-03,Asset Movement,Mileage,260.97,389.5,260.97
TR01720,EMP0028,TRANS,2024-05-19,Asset Movement,Air Transportation,597.91,,
TR01721,EMP0053,ADMIN,2023-12-26,Asset Movement,Air Transportation,388.1,,
TR01722,EMP0140,OPS,2024-02-20,Asset Management,Hotel/Lodging,252.76,,
TR01723,EMP0092,FIN,2023-12-07,Asset Movement,Ground Transportation,97.64,,
TR01724,EMP0129,FIN,2024-02-20,Asset Management,Hotel/Lodging,314.73,,
TR01725,EMP0144,TRANS,2024-04-28,Asset Management,Hotel/Lodging,127.91,,
TR01726,EMP0026,TRANS,2023-11-25,Asset Movement,Ground Transportation,143.22,,
TR01727,EMP0071,PMO,2024-03-27,Asset Movement,Mileage,100.37,149.8,100.37
TR01728,EMP0138,ADMIN,2024-09-29,Asset Movement,Air Transportation,321.72,,
TR01729,EMP0005,FIN,2024-01-29,Asset Movement,Hotel/Lodging,173.32,,
TR01730,EMP0077,LOG,2024-06-12,Asset Movement,Hotel/Lodging,114.2,,
TR01731,EMP0142,FIN,2024-05-04,Asset Management,Air Transportation,542.01,,
TR01732,EMP0100,TRANS,2024-05-12,Asset Movement,Air Transportation,264.0,,
TR01733,EMP0150,LOG,2024-07-13,Asset Management,Air Transportation,459.3,,
TR01734,EMP0134,TRANS,2024-03-26,Asset Management,Mileage,77.25,115.3,77.25
TR01735,EMP0143,TRANS,2024-09-27,Asset Management,Ground Transportation,161.9,,
TR01736,EMP0008,TRANS,2024-04-23,Asset Management,Ground Transportation,44.27,,
TR01737,EMP0072,OPS,2023-10-08,Asset Movement,Mileage,82.68,123.4,82.68
TR01738,EMP0120,PMO,2024-02-25,Asset Movement,Hotel/Lodging,169.3,,
TR01739,EMP0030,ADMIN,2023-12-10,Asset Management,Ground Transportation,135.29,,
TR01740,EMP0071,PMO,2023-10-05,Asset Management,Mileage,118.05,176.2,118.05
TR01741,EMP0052,OPS,2024-07-17,Asset Management,Ground Transportation,50.09,,
TR01742,EMP0125,LOG,2024-03-25,Asset Management,Air Transportation,628.62,,
TR01743,EMP0016,ADMIN,2024-01-28,Asset Movement,Ground Transportation,127.08,,
TR01744,EMP0068,OPS,2024-06-07,Asset Management,Mileage,339.29,506.4,339.29
TR01745,EMP0014,PMO,2023-12-31,Asset Movement,Air Transportation,997.26,,
TR01746,EMP0075,FIN,2024-04-09,Asset Movement,Ground Transportation,55.9,,
TR01747,EMP0021,PMO,2024-08-10,Asset Movement,Hotel/Lodging,346.43,,
TR01748,EMP0084,FIN,2024-04-03,Asset Movement,Air Transportation,474.63,,
TR01749,EMP0053,ADMIN,2024-06-14,Asset Movement,Mileage,242.81,362.4,242.81
TR01750,EMP0055,OPS,2024-01-31,Asset Management,Hotel/Lodging,191.92,,
TR01751,EMP0069,OPS,2024-04-21,Asset Management,Hotel/Lodging,269.04,,
TR01752,EMP0087,TRANS,2024-02-05,Asset Management,Hotel/Lodging,286.52,,
TR01753,EMP0086,TRANS,2023-11-03,Asset Movement,Mileage,410.04,612.0,410.04
TR01754,EMP0143,TRANS,2023-11-01,Asset Management,Ground Transportation,72.62,,
TR01755,EMP0040,ADMIN,2023-10-10,Asset Movement,Ground Transportation,57.98,,
TR01756,EMP0006,OPS,2024-08-11,Asset Management,Air Transportation,771.48,,
TR01757,EMP0018,LOG,2024-03-15,Asset Management,Hotel/Lodging,223.78,,
TR01758,EMP0109,LOG,2023-10-24,Asset Movement,Ground Transportation,167.04,,
TR01759,EMP0032,OPS,2024-01-05,Asset Movement,Hotel/Lodging,259.3,,
TR01760,EMP0088,LOG,2024-09-15,Asset Movement,Ground Transportation,29.83,,
TR01761,EMP0123,PMO,2024-02-23,Asset Movement,Air Transportation,297.83,,
TR01762,EMP0029,FIN,2024-04-11,Asset Management,Ground Transportation,86.45,,
TR01763,EMP0121,ADMIN,2024-04-30,Asset Management,Mileage,363.88,543.1,363.88
TR01764,EMP0031,PMO,2024-03-04,Asset Movement,Mileage,139.7,208.5,139.7
TR01765,EMP0127,PMO,2023-10-15,Asset Management,Ground Transportation,61.46,,
TR01766,EMP0109,LOG,2023-12-11,Asset Management,Mileage,237.31,354.2,237.31
TR01767,EMP0026,TRANS,2024-02-07,Asset Movement,Ground Transportation,20.23,,
TR01768,EMP0073,ADMIN,2024-08-27,Asset Management,Hotel/Lodging,309.01,,
TR01769,EMP0083,TRANS,2024-09-16,Asset Movement,Ground Transportation,62.27,,
TR01770,EMP0102,PMO,2024-06-14,Asset Management,Air Transportation,472.02,,
TR01771,EMP0001,FIN,2024-08-04,Asset Management,Air Transportation,180.35,,
TR01772,EMP0060,ADMIN,2024-07-03,Asset Movement,Ground Transportation,86.37,,
TR01773,EMP0089,OPS,2024-02-03,Asset Management,Ground Transportation,29.88,,
TR01774,EMP0070,LOG,2024-08-12,Asset Management,Air Transportation,307.24,,
TR01775,EMP0080,OPS,2024-07-21,Asset Movement,Mileage,186.66,278.6,186.66
TR01776,EMP0021,PMO,2024-06-29,Asset Movement,Ground Transportation,115.37,,
TR01777,EMP0078,FIN,2024-08-15,Asset Management,Ground Transportation,93.96,,
TR01778,EMP0106,FIN,2024-07-18,Asset Management,Hotel/Lodging,248.84,,
TR01779,EMP0065,LOG,2024-04-18,Asset Management,Hotel/Lodging,232.08,,
TR01780,EMP0102,PMO,2024-09-11,Asset Movement,Ground Transportation,149.07,,
TR01781,EMP0026,TRANS,2024-03-30,Asset Movement,Hotel/Lodging,184.33,,
TR01782,EMP0066,PMO,2024-01-25,Asset Movement,Air Transportation,755.78,,
TR01783,EMP0131,OPS,2024-02-12,Asset Movement,Ground Transportation,110.23,,
TR01784,EMP0129,FIN,2024-01-24,Asset Management,Air Transportation,426.4,,
TR01785,EMP0007,PMO,2024-03-25,Asset Movement,Mileage,87.84,131.1,87.84
TR01786,EMP0009,TRANS,2024-08-14,Asset Movement,Ground Transportation,170.37,,
TR01787,EMP0078,FIN,2024-06-19,Asset Management,Hotel/Lodging,190.61,,
TR01788,EMP0137,ADMIN,2024-07-03,Asset Management,Hotel/Lodging,205.56,,
TR01789,EMP0004,ADMIN,2024-09-26,Asset Management,Mileage,234.84,350.5,234.84
TR01790,EMP0040,ADMIN,2023-10-06,Asset Movement,Hotel/Lodging,315.55,,
TR01791,EMP0080,OPS,2024-08-06,Asset Movement,Hotel/Lodging,178.36,,
TR01792,EMP0074,TRANS,2024-09-26,Asset Movement,Air Transportation,458.61,,
TR01793,EMP0016,ADMIN,2024-03-29,Asset Movement,Air Transportation,1138.26,,
TR01794,EMP0125,LOG,2023-12-30,Asset Management,Mileage,401.6,599.4,401.6
TR01795,EMP0050,OPS,2023-12-24,Asset Management,Air Transportation,816.97,,
TR01796,EMP0080,OPS,2023-10-21,Asset Movement,Ground Transportation,156.99,,
TR01797,EMP0070,LOG,2024-01-31,Asset Management,Hotel/Lodging,346.23,,
TR01798,EMP0024,ADMIN,2024-02-24,Asset Movement,Air Transportation,811.77,,
TR01799,EMP0029,FIN,2024-04-09,Asset Management,Air Transportation,941.85,,
TR01800,EMP0121,ADMIN,2024-03-01,Asset Management,Hotel/Lodging,342.6,,
TR01801,EMP0128,PMO,2024-09-15,Asset Management,Mileage,348.8,520.6,348.8
TR01802,EMP0140,OPS,2024-09-13,Asset Movement,Mileage,285.15,425.6,285.15
TR01803,EMP0090,OPS,2024-08-16,Asset Movement,Mileage,66.0,98.5,66.0
TR01804,EMP0134,TRANS,2024-05-21,Asset Management,Hotel/Lodging,89.65,,
TR01805,EMP0015,LOG,2023-12-29,Asset Movement,Hotel/Lodging,202.23,,
TR01806,EMP0001,FIN,2024-07-15,Asset Management,Ground Transportation,58.84,,
TR01807,EMP0115,OPS,2024-07-12,Asset Movement,Air Transportation,295.29,,
TR01808,EMP0016,ADMIN,2024-06-13,Asset Movement,Hotel/Lodging,108.22,,
TR01809,EMP0009,TRANS,2024-03-01,Asset Movement,Air Transportation,795.58,,
TR01810,EMP0109,LOG,2024-08-03,Asset Movement,Hotel/Lodging,178.31,,
TR01811,EMP0132,OPS,2024-08-05,Asset Movement,Ground Transportation,43.6,,
TR01812,EMP0045,OPS,2024-01-10,Asset Management,Mileage,338.22,504.8,338.22
TR01813,EMP0044,OPS,2024-06-20,Asset Management,Hotel/Lodging,285.1,,
TR01814,EMP0140,OPS,2024-05-19,Asset Management,Air Transportation,1132.13,,
TR01815,EMP0021,PMO,2024-07-03,Asset Movement,Mileage,84.96,126.8,84.96
TR01816,EMP0023,FIN,2024-02-15,Asset Management,Hotel/Lodging,334.02,,
TR01817,EMP0101,TRANS,2023-12-03,Asset Movement,Hotel/Lodging,159.44,,
TR01818,EMP0088,LOG,2023-10-13,Asset Movement,Mileage,285.89,426.7,285.89
TR01819,EMP0053,ADMIN,2024-02-28,Asset Management,Air Transportation,402.18,,
TR01820,EMP0148,ADMIN,2024-05-31,Asset Movement,Mileage,350.88,523.7,350.88
TR01821,EMP0046,OPS,2024-05-19,Asset Management,Air Transportation,509.67,,
TR01822,EMP0077,LOG,2024-05-11,Asset Movement,Air Transportation,686.8,,
TR01823,EMP0074,TRANS,2023-12-26,Asset Management,Ground Transportation,55.48,,
TR01824,EMP0046,OPS,2024-09-24,Asset Movement,Air Transportation,862.49,,
TR01825,EMP0036,LOG,2024-05-21,Asset Movement,Ground Transportation,104.59,,
TR01826,EMP0083,TRANS,2024-09-29,Asset Management,Mileage,71.22,106.3,71.22
TR01827,EMP0050,OPS,2024-06-09,Asset Management,Hotel/Lodging,294.01,,
TR01828,EMP0062,ADMIN,2024-03-06,Asset Movement,Ground Transportation,167.16,,
TR01829,EMP0098,OPS,2023-12-21,Asset Movement,Air Transportation,1082.76,,
TR01830,EMP0021,PMO,2024-02-27,Asset Management,Mileage,114.57,171.0,114.57
TR01831,EMP0146,PMO,2023-10-06,Asset Movement,Ground Transportation,37.61,,
TR01832,EMP0105,FIN,2023-11-19,Asset Movement,Mileage,401.26,598.9,401.26
TR01833,EMP0071,PMO,2023-12-24,Asset Management,Ground Transportation,170.45,,
TR01834,EMP0148,ADMIN,2024-08-19,Asset Management,Ground Transportation,97.59,,
TR01835,EMP0080,OPS,2024-07-29,Asset Management,Ground Transportation,54.1,,
TR01836,EMP0010,FIN,2023-12-29,Asset Management,Mileage,238.65,356.2,238.65
TR01837,EMP0075,FIN,2024-04-27,Asset Movement,Hotel/Lodging,262.01,,
TR01838,EMP0006,OPS,2024-07-03,Asset Management,Hotel/Lodging,267.35,,
TR01839,EMP0008,TRANS,2024-08-01,Asset Management,Air Transportation,849.79,,
TR01840,EMP0110,FIN,2024-01-29,Asset Movement,Air Transportation,1187.41,,
TR01841,EMP0046,OPS,2024-01-02,Asset Management,Ground Transportation,179.71,,
TR01842,EMP0106,FIN,2024-02-17,Asset Movement,Mileage,200.26,298.9,200.26
TR01843,EMP0012,ADMIN,2023-10-09,Asset Movement,Hotel/Lodging,233.74,,
TR01844,EMP0028,TRANS,2023-11-15,Asset Movement,Ground Transportation,109.05,,
TR01845,EMP0145,OPS,2024-05-03,Asset Management,Mileage,239.93,358.1,239.93
TR01846,EMP0112,OPS,2024-07-01,Asset Management,Mileage,68.27,101.9,68.27
TR01847,EMP0075,FIN,2024-09-07,Asset Movement,Hotel/Lodging,194.36,,
TR01848,EMP0029,FIN,2024-03-10,Asset Management,Air Transportation,349.0,,
TR01849,EMP0067,PMO,2024-03-31,Asset Management,Air Transportation,466.21,,
TR01850,EMP0084,FIN,2024-06-23,Asset Management,Air Transportation,316.82,,
TR01851,EMP0044,OPS,2024-05-29,Asset Management,Air Transportation,1162.04,,
TR01852,EMP0038,OPS,2024-02-28,Asset Management,Hotel/Lodging,133.21,,
TR01853,EMP0087,TRANS,2024-06-06,Asset Movement,Mileage,59.9,89.4,59.9
TR01854,EMP0069,OPS,2024-01-07,Asset Movement,Air Transportation,646.47,,
TR01855,EMP0017,FIN,2024-04-06,Asset Movement,Hotel/Lodging,308.31,,
TR01856,EMP0001,FIN,2024-02-08,Asset Movement,Air Transportation,1149.61,,
TR01857,EMP0135,PMO,2024-07-08,Asset Movement,Hotel/Lodging,262.22,,
TR01858,EMP0060,ADMIN,2024-08-05,Asset Movement,Ground Transportation,70.7,,
TR01859,EMP0124,TRANS,2024-09-01,Asset Movement,Air Transportation,203.79,,
TR01860,EMP0024,ADMIN,2024-01-01,Asset Management,Ground Transportation,160.38,,
TR01861,EMP0081,ADMIN,2023-10-04,Asset Management,Mileage,240.4,358.8,240.4
TR01862,EMP0073,ADMIN,2023-11-26,Asset Management,Mileage,123.21,183.9,123.21
TR01863,EMP0009,TRANS,2024-08-15,Asset Movement,Air Transportation,737.67,,
TR01864,EMP0059,FIN,2024-09-22,Asset Movement,Ground Transportation,103.87,,
TR01865,EMP0100,TRANS,2023-12-06,Asset Management,Ground Transportation,170.29,,
TR01866,EMP0033,PMO,2024-03-24,Asset Management,Air Transportation,494.04,,
TR01867,EMP0120,PMO,2024-04-14,Asset Movement,Mileage,106.33,158.7,106.33
TR01868,EMP0105,FIN,2024-02-14,Asset Movement,Ground Transportation,141.83,,
TR01869,EMP0066,PMO,2024-09-27,Asset Movement,Ground Transportation,103.62,,
TR01870,EMP0118,ADMIN,2024-03-02,Asset Management,Hotel/Lodging,109.11,,
TR01871,EMP0134,TRANS,2023-12-27,Asset Management,Hotel/Lodging,261.57,,
TR01872,EMP0104,PMO,2023-12-22,Asset Management,Ground Transportation,153.87,,
TR01873,EMP0015,LOG,2023-12-07,Asset Movement,Air Transportation,252.16,,
TR01874,EMP0143,TRANS,2024-01-17,Asset Movement,Air Transportation,1158.02,,
TR01875,EMP0076,FIN,2024-04-28,Asset Management,Ground Transportation,124.51,,
TR01876,EMP0089,OPS,2024-03-08,Asset Movement,Hotel/Lodging,329.42,,
TR01877,EMP0104,PMO,2024-08-25,Asset Movement,Hotel/Lodging,129.32,,
TR01878,EMP0097,FIN,2024-04-22,Asset Management,Mileage,69.75,104.1,69.75
TR01879,EMP0073,ADMIN,2023-12-17,Asset Management,Air Transportation,843.1,,
TR01880,EMP0018,LOG,2024-08-24,Asset Management,Ground Transportation,23.9,,
TR01881,EMP0114,TRANS,2024-04-26,Asset Movement,Air Transportation,817.02,,
TR01882,EMP0051,TRANS,2024-08-06,Asset Movement,Mileage,41.47,61.9,41.47
TR01883,EMP0124,TRANS,2024-06-27,Asset Movement,Hotel/Lodging,314.54,,
TR01884,EMP0127,PMO,2024-01-11,Asset Movement,Mileage,283.95,423.8,283.95
TR01885,EMP0137,ADMIN,2024-04-30,Asset Movement,Mileage,336.27,501.9,336.27
TR01886,EMP0140,OPS,2024-08-11,Asset Movement,Mileage,417.34,622.9,417.34
TR01887,EMP0104,PMO,2024-02-29,Asset Management,Air Transportation,332.87,,
TR01888,EMP0082,FIN,2024-06-20,Asset Management,Ground Transportation,132.42,,
TR01889,EMP0069,OPS,2024-01-17,Asset Movement,Air Transportation,277.92,,
TR01890,EMP0013,LOG,2023-10-12,Asset Management,Mileage,22.31,33.3,22.31
TR01891,EMP0031,PMO,2024-07-17,Asset Management,Air Transportation,959.38,,
TR01892,EMP0033,PMO,2024-04-28,Asset Management,Mileage,280.53,418.7,280.53
TR01893,EMP0035,FIN,2023-12-08,Asset Management,Hotel/Lodging,209.84,,
TR01894,EMP0038,OPS,2024-05-03,Asset Movement,Mileage,146.4,218.5,146.4
TR01895,EMP0028,TRANS,2024-01-23,Asset Management,Mileage,127.9,190.9,127.9
TR01896,EMP0064,LOG,2024-02-27,Asset Management,Mileage,317.25,473.5,317.25
TR01897,EMP0047,FIN,2024-08-21,Asset Movement,Ground Transportation,43.1,,
TR01898,EMP0147,TRANS,2024-08-07,Asset Management,Mileage,270.55,403.8,270.55
TR01899,EMP0059,FIN,2024-07-13,Asset Management,Ground Transportation,92.28,,
TR01900,EMP0073,ADMIN,2024-07-14,Asset Management,Mileage,61.17,91.3,61.17
